plugin,task,run,dry_run,prepare_only,failed,timed_out,duration_ms,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_tokens,provider_estimated_cost_usd,input_cost_usd,output_cost_usd,calculated_cost_usd,saved_vs_baseline,saved_percent,saved_cost_vs_baseline,saved_cost_percent
openslimedit,large-test-log-debug,3,false,false,false,false,109765,81760,557,0,0,82530,0,0.40880000,0.01392500,0.42272500,-40381,-95.81,-0.20227000,-91.75
dcp,large-test-log-debug,3,false,false,false,false,66406,42470,558,0,0,43130,0,0.21235000,0.01395000,0.22630000,-981,-2.33,-0.00584500,-2.65
openrtk,large-test-log-debug,3,false,false,false,false,64846,56162,818,0,0,57255,0,0.28081000,0.02045000,0.30126000,-15106,-35.84,-0.08080500,-36.65
baseline,typecheck-flood-debug,3,false,false,false,false,49292,36740,603,0,0,37645,0,0.18370000,0.01507500,0.19877500,0,0.00,0.00000000,0.00
tokenwarden,typecheck-flood-debug,3,false,false,false,false,68817,42967,807,0,0,44082,0,0.21483500,0.02017500,0.23501000,-6437,-17.10,-0.03623500,-18.23
openslimedit,typecheck-flood-debug,3,false,false,true,false,72178,26000,673,0,0,27380,0,0.13000000,0.01682500,0.14682500,10265,27.27,0.05195000,26.14
dcp,typecheck-flood-debug,3,false,false,true,false,64589,44558,742,0,0,45485,0,0.22279000,0.01855000,0.24134000,-7840,-20.83,-0.04256500,-21.41
openrtk,typecheck-flood-debug,3,false,false,false,false,71659,46121,779,0,0,47510,0,0.23060500,0.01947500,0.25008000,-9865,-26.21,-0.05130500,-25.81
baseline,build-failure-debug,3,false,false,false,false,36823,27768,449,0,0,28361,0,0.13884000,0.01122500,0.15006500,0,0.00,0.00000000,0.00
tokenwarden,build-failure-debug,3,false,false,false,false,47966,39522,482,0,0,40160,0,0.19761000,0.01205000,0.20966000,-11799,-41.60,-0.05959500,-39.71
openslimedit,build-failure-debug,3,false,false,false,false,44805,19048,546,0,0,19718,0,0.09524000,0.01365000,0.10889000,8643,30.47,0.04117500,27.44
dcp,build-failure-debug,3,false,false,false,false,46284,34139,499,0,0,34754,0,0.17069500,0.01247500,0.18317000,-6393,-22.54,-0.03310500,-22.06
openrtk,build-failure-debug,3,false,false,false,false,51186,35726,694,0,0,36601,0,0.17863000,0.01735000,0.19598000,-8240,-29.05,-0.04591500,-30.60
baseline,multi-file-rename-migration,3,false,false,false,false,84387,48489,1296,0,0,50325,0,0.24244500,0.03240000,0.27484500,0,0.00,0.00000000,0.00
tokenwarden,multi-file-rename-migration,3,false,false,false,false,73667,41847,1083,0,0,43214,0,0.20923500,0.02707500,0.23631000,7111,14.13,0.03853500,14.02
openslimedit,multi-file-rename-migration,3,false,false,false,false,81861,32330,1105,0,0,33854,0,0.16165000,0.02762500,0.18927500,16471,32.73,0.08557000,31.13
dcp,multi-file-rename-migration,3,false,false,false,false,96610,87188,1379,0,0,88844,0,0.43594000,0.03447500,0.47041500,-38519,-76.54,-0.19557000,-71.16
openrtk,multi-file-rename-migration,3,false,false,false,false,106946,116791,1762,0,0,118955,0,0.58395500,0.04405000,0.62800500,-68630,-136.37,-0.35316000,-128.49
baseline,feature-add-small,3,false,false,false,false,41256,28261,546,0,0,28988,0,0.14130500,0.01365000,0.15495500,0,0.00,0.00000000,0.00
tokenwarden,feature-add-small,3,false,false,false,false,48627,31223,557,0,0,31913,0,0.15611500,0.01392500,0.17004000,-2925,-10.09,-0.01508500,-9.74
openslimedit,feature-add-small,3,false,false,false,false,58755,25430,670,0,0,26435,0,0.12715000,0.01675000,0.14390000,2553,8.81,0.01105500,7.13
dcp,feature-add-small,3,false,false,false,false,54915,34421,546,0,0,35080,0,0.17210500,0.01365000,0.18575500,-6092,-21.02,-0.03080000,-19.88
openrtk,feature-add-small,3,false,false,false,false,44618,28148,558,0,0,28835,0,0.14074000,0.01395000,0.15469000,153,0.53,0.00026500,0.17
baseline,refactor-no-behavior-change,3,false,false,false,false,41879,28542,560,0,0,29317,0,0.14271000,0.01400000,0.15671000,0,0.00,0.00000000,0.00
tokenwarden,refactor-no-behavior-change,3,false,false,false,false,52431,40095,681,0,0,40963,0,0.20047500,0.01702500,0.21750000,-11646,-39.72,-0.06079000,-38.79
openslimedit,refactor-no-behavior-change,3,false,false,false,false,50446,19465,528,0,0,20166,0,0.09732500,0.01320000,0.11052500,9151,31.21,0.04618500,29.47
dcp,refactor-no-behavior-change,3,false,false,false,false,52028,34640,617,0,0,35379,0,0.17320000,0.01542500,0.18862500,-6062,-20.68,-0.03191500,-20.37
openrtk,refactor-no-behavior-change,3,false,false,false,false,48302,36108,651,0,0,36905,0,0.18054000,0.01627500,0.19681500,-7588,-25.88,-0.04010500,-25.59
baseline,code-review-diagnosis,3,false,false,true,false,61827,29307,1115,0,0,30592,0,0.14653500,0.02787500,0.17441000,0,0.00,0.00000000,0.00
tokenwarden,code-review-diagnosis,3,false,false,true,false,67162,40192,1039,0,0,41420,0,0.20096000,0.02597500,0.22693500,-10828,-35.39,-0.05252500,-30.12
openslimedit,code-review-diagnosis,3,false,false,true,false,80767,21395,1223,0,0,22975,0,0.10697500,0.03057500,0.13755000,7617,24.90,0.03686000,21.13
dcp,code-review-diagnosis,3,false,false,true,false,121805,63846,2174,0,0,66217,0,0.31923000,0.05435000,0.37358000,-35625,-116.45,-0.19917000,-114.20
openrtk,code-review-diagnosis,3,false,false,true,false,73732,21179,1333,0,0,22680,0,0.10589500,0.03332500,0.13922000,7912,25.86,0.03519000,20.18
baseline,docs-from-code,3,false,false,false,false,39182,20460,631,0,0,21183,0,0.10230000,0.01577500,0.11807500,0,0.00,0.00000000,0.00
tokenwarden,docs-from-code,3,false,false,false,false,46084,22832,598,0,0,23541,0,0.11416000,0.01495000,0.12911000,-2358,-11.13,-0.01103500,-9.35
openslimedit,docs-from-code,3,false,false,false,false,55632,19759,731,0,0,20700,0,0.09879500,0.01827500,0.11707000,483,2.28,0.00100500,0.85
dcp,docs-from-code,3,false,false,false,false,71383,43453,836,0,0,44408,0,0.21726500,0.02090000,0.23816500,-23225,-109.64,-0.12009000,-101.71
openrtk,docs-from-code,3,false,false,false,false,40413,20317,548,0,0,20948,0,0.10158500,0.01370000,0.11528500,235,1.11,0.00279000,2.36
