plugin,task,run,dry_run,prepare_only,failed,timed_out,duration_ms,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_tokens,provider_estimated_cost_usd,input_cost_usd,output_cost_usd,calculated_cost_usd,saved_vs_baseline,saved_percent,saved_cost_vs_baseline,saved_cost_percent
openrtk,next-api-route-fix,1,false,false,false,false,53585,29479,695,0,0,30427,0,0.14739500,0.01737500,0.16477000,-126,-0.42,-0.00030000,-0.18
baseline,cli-flag-parsing-fix,1,false,false,false,false,75473,39019,860,0,0,40614,0,0.19509500,0.02150000,0.21659500,0,0.00,0.00000000,0.00
tokenwarden,cli-flag-parsing-fix,1,false,false,false,false,57834,31824,708,0,0,32618,0,0.15912000,0.01770000,0.17682000,7996,19.69,0.03977500,18.36
openslimedit,cli-flag-parsing-fix,1,false,false,false,false,70311,34578,773,0,0,35804,0,0.17289000,0.01932500,0.19221500,4810,11.84,0.02438000,11.26
dcp,cli-flag-parsing-fix,1,false,false,false,false,146527,117751,2520,0,0,120631,0,0.58875500,0.06300000,0.65175500,-80017,-197.02,-0.43516000,-200.91
openrtk,cli-flag-parsing-fix,1,false,false,false,false,96958,49092,1108,0,0,51101,0,0.24546000,0.02770000,0.27316000,-10487,-25.82,-0.05656500,-26.12
baseline,large-test-log-debug,1,false,false,false,false,54729,38791,733,0,0,39805,0,0.19395500,0.01832500,0.21228000,0,0.00,0.00000000,0.00
tokenwarden,large-test-log-debug,1,false,false,false,false,52277,40307,549,0,0,41066,0,0.20153500,0.01372500,0.21526000,-1261,-3.17,-0.00298000,-1.40
openslimedit,large-test-log-debug,1,false,false,false,false,56787,25542,668,0,0,26470,0,0.12771000,0.01670000,0.14441000,13335,33.50,0.06787000,31.97
dcp,large-test-log-debug,1,false,false,false,false,63339,37994,570,0,0,38669,0,0.18997000,0.01425000,0.20422000,1136,2.85,0.00806000,3.80
openrtk,large-test-log-debug,1,false,false,false,false,51188,31835,479,0,0,32471,0,0.15917500,0.01197500,0.17115000,7334,18.42,0.04113000,19.38
baseline,typecheck-flood-debug,1,false,false,true,false,49547,38580,618,0,0,39495,0,0.19290000,0.01545000,0.20835000,0,0.00,0.00000000,0.00
tokenwarden,typecheck-flood-debug,1,false,false,true,false,54641,34243,667,0,0,35104,0,0.17121500,0.01667500,0.18789000,4391,11.12,0.02046000,9.82
openslimedit,typecheck-flood-debug,1,false,false,true,false,57414,19487,686,0,0,20384,0,0.09743500,0.01715000,0.11458500,19111,48.39,0.09376500,45.00
dcp,typecheck-flood-debug,1,false,false,true,false,56970,44735,704,0,0,45578,0,0.22367500,0.01760000,0.24127500,-6083,-15.40,-0.03292500,-15.80
openrtk,typecheck-flood-debug,1,false,false,true,false,49934,28505,614,0,0,29373,0,0.14252500,0.01535000,0.15787500,10122,25.63,0.05047500,24.23
baseline,build-failure-debug,1,false,false,false,false,33112,27729,462,0,0,28280,0,0.13864500,0.01155000,0.15019500,0,0.00,0.00000000,0.00
tokenwarden,build-failure-debug,1,false,false,false,false,46214,39484,528,0,0,40159,0,0.19742000,0.01320000,0.21062000,-11879,-42.00,-0.06042500,-40.23
openslimedit,build-failure-debug,1,false,false,false,false,47560,19074,536,0,0,19759,0,0.09537000,0.01340000,0.10877000,8521,30.13,0.04142500,27.58
dcp,build-failure-debug,1,false,false,false,false,52253,34047,462,0,0,34610,0,0.17023500,0.01155000,0.18178500,-6330,-22.38,-0.03159000,-21.03
openrtk,build-failure-debug,1,false,false,false,false,44602,28021,514,0,0,28720,0,0.14010500,0.01285000,0.15295500,-440,-1.56,-0.00276000,-1.84
baseline,multi-file-rename-migration,1,false,false,false,false,61647,37253,947,0,0,38524,0,0.18626500,0.02367500,0.20994000,0,0.00,0.00000000,0.00
tokenwarden,multi-file-rename-migration,1,false,false,false,false,87521,53245,1220,0,0,54971,0,0.26622500,0.03050000,0.29672500,-16447,-42.69,-0.08678500,-41.34
openslimedit,multi-file-rename-migration,1,false,false,false,false,75934,32247,1050,0,0,33702,0,0.16123500,0.02625000,0.18748500,4822,12.52,0.02245500,10.70
dcp,multi-file-rename-migration,1,false,false,false,false,87141,46696,1256,0,0,48119,0,0.23348000,0.03140000,0.26488000,-9595,-24.91,-0.05494000,-26.17
openrtk,multi-file-rename-migration,1,false,false,false,false,76014,37244,1144,0,0,38716,0,0.18622000,0.02860000,0.21482000,-192,-0.50,-0.00488000,-2.32
baseline,feature-add-small,1,false,false,false,false,50880,28740,501,0,0,29683,0,0.14370000,0.01252500,0.15622500,0,0.00,0.00000000,0.00
tokenwarden,feature-add-small,1,false,false,false,false,44577,31181,547,0,0,31828,0,0.15590500,0.01367500,0.16958000,-2145,-7.23,-0.01335500,-8.55
openslimedit,feature-add-small,1,false,false,false,false,51943,19469,577,0,0,20292,0,0.09734500,0.01442500,0.11177000,9391,31.64,0.04445500,28.46
dcp,feature-add-small,1,false,false,false,false,57956,34407,567,0,0,35089,0,0.17203500,0.01417500,0.18621000,-5406,-18.21,-0.02998500,-19.19
openrtk,feature-add-small,1,false,false,false,false,43187,28139,577,0,0,28819,0,0.14069500,0.01442500,0.15512000,864,2.91,0.00110500,0.71
baseline,refactor-no-behavior-change,1,false,false,false,false,39595,28384,562,0,0,29094,0,0.14192000,0.01405000,0.15597000,0,0.00,0.00000000,0.00
tokenwarden,refactor-no-behavior-change,1,false,false,false,false,46268,31354,577,0,0,32077,0,0.15677000,0.01442500,0.17119500,-2983,-10.25,-0.01522500,-9.76
openslimedit,refactor-no-behavior-change,1,false,false,false,false,58513,30472,787,0,0,31464,0,0.15236000,0.01967500,0.17203500,-2370,-8.15,-0.01606500,-10.30
dcp,refactor-no-behavior-change,1,false,false,false,false,49493,34608,575,0,0,35291,0,0.17304000,0.01437500,0.18741500,-6197,-21.30,-0.03144500,-20.16
openrtk,refactor-no-behavior-change,1,false,false,false,false,46261,28294,465,0,0,28936,0,0.14147000,0.01162500,0.15309500,158,0.54,0.00287500,1.84
baseline,code-review-diagnosis,1,false,false,true,false,98311,48302,1719,0,0,50445,0,0.24151000,0.04297500,0.28448500,0,0.00,0.00000000,0.00
tokenwarden,code-review-diagnosis,1,false,false,true,false,54342,22913,832,0,0,23822,0,0.11456500,0.02080000,0.13536500,26623,52.78,0.14912000,52.42
openslimedit,code-review-diagnosis,1,false,false,true,false,76985,20934,1104,0,0,22421,0,0.10467000,0.02760000,0.13227000,28024,55.55,0.15221500,53.51
dcp,code-review-diagnosis,1,false,false,true,false,115433,81072,1951,0,0,83268,0,0.40536000,0.04877500,0.45413500,-32823,-65.07,-0.16965000,-59.63
openrtk,code-review-diagnosis,1,false,false,true,false,106403,38759,1721,0,0,40939,0,0.19379500,0.04302500,0.23682000,9506,18.84,0.04766500,16.75
baseline,docs-from-code,1,false,false,false,false,50494,27645,841,0,0,28668,0,0.13822500,0.02102500,0.15925000,0,0.00,0.00000000,0.00
tokenwarden,docs-from-code,1,false,false,false,false,57909,40178,801,0,0,41106,0,0.20089000,0.02002500,0.22091500,-12438,-43.39,-0.06166500,-38.72
openslimedit,docs-from-code,1,false,false,false,false,46939,19193,587,0,0,19884,0,0.09596500,0.01467500,0.11064000,8784,30.64,0.04861000,30.52
dcp,docs-from-code,1,false,false,false,false,63426,34464,816,0,0,35404,0,0.17232000,0.02040000,0.19272000,-6736,-23.50,-0.03347000,-21.02
openrtk,docs-from-code,1,false,false,false,false,50538,20418,681,0,0,21169,0,0.10209000,0.01702500,0.11911500,7499,26.16,0.04013500,25.20
baseline,routing-read-write-ledger,2,false,false,false,false,411260,425646,5236,0,0,431107,0,2.12823000,0.13090000,2.25913000,0,0.00,0.00000000,0.00
tokenwarden,routing-read-write-ledger,2,false,false,false,false,291435,136898,5617,0,0,142726,0,0.68449000,0.14042500,0.82491500,288381,66.89,1.43421500,63.49
openslimedit,routing-read-write-ledger,2,false,false,false,false,414107,614940,7490,0,0,622984,0,3.07470000,0.18725000,3.26195000,-191877,-44.51,-1.00282000,-44.39
dcp,routing-read-write-ledger,2,false,false,false,false,417123,241764,4959,0,0,246902,0,1.20882000,0.12397500,1.33279500,184205,42.73,0.92633500,41.00
openrtk,routing-read-write-ledger,2,false,false,false,false,434314,444151,4830,0,0,449236,0,2.22075500,0.12075000,2.34150500,-18129,-4.21,-0.08237500,-3.65
baseline,helper-read-write-ledger,2,false,false,false,false,324657,227860,4490,0,0,232774,0,1.13930000,0.11225000,1.25155000,0,0.00,0.00000000,0.00
tokenwarden,helper-read-write-ledger,2,false,false,false,false,256793,146589,4758,0,0,151699,0,0.73294500,0.11895000,0.85189500,81075,34.83,0.39965500,31.93
openslimedit,helper-read-write-ledger,2,false,false,false,false,324878,209069,4597,0,0,213963,0,1.04534500,0.11492500,1.16027000,18811,8.08,0.09128000,7.29
dcp,helper-read-write-ledger,2,false,false,false,false,315851,267286,4043,0,0,271510,0,1.33643000,0.10107500,1.43750500,-38736,-16.64,-0.18595500,-14.86
openrtk,helper-read-write-ledger,2,false,false,false,false,339086,281822,4640,0,0,286803,0,1.40911000,0.11600000,1.52511000,-54029,-23.21,-0.27356000,-21.86
baseline,core-api-read-write-ledger,2,false,false,false,false,436200,389374,4382,0,0,393973,0,1.94687000,0.10955000,2.05642000,0,0.00,0.00000000,0.00
tokenwarden,core-api-read-write-ledger,2,false,false,false,false,479858,160122,10109,0,0,170616,0,0.80061000,0.25272500,1.05333500,223357,56.69,1.00308500,48.78
openslimedit,core-api-read-write-ledger,2,false,false,false,false,440573,392485,4069,0,0,397061,0,1.96242500,0.10172500,2.06415000,-3088,-0.78,-0.00773000,-0.38
dcp,core-api-read-write-ledger,2,false,false,false,false,451258,164151,4423,0,0,168644,0,0.82075500,0.11057500,0.93133000,225329,57.19,1.12509000,54.71
openrtk,core-api-read-write-ledger,2,false,false,false,false,445600,436805,4197,0,0,441268,0,2.18402500,0.10492500,2.28895000,-47295,-12.00,-0.23253000,-11.31
baseline,react-state-bug-fix,2,false,false,false,false,45105,29405,634,0,0,30234,0,0.14702500,0.01585000,0.16287500,0,0.00,0.00000000,0.00
tokenwarden,react-state-bug-fix,2,false,false,false,false,111501,55110,860,0,0,57372,0,0.27555000,0.02150000,0.29705000,-27138,-89.76,-0.13417500,-82.38
openslimedit,react-state-bug-fix,2,false,false,false,false,67782,21149,701,0,0,22387,0,0.10574500,0.01752500,0.12327000,7847,25.95,0.03960500,24.32
dcp,react-state-bug-fix,2,false,false,false,false,70565,56605,893,0,0,57643,0,0.28302500,0.02232500,0.30535000,-27409,-90.66,-0.14247500,-87.48
openrtk,react-state-bug-fix,2,false,false,false,false,58390,29831,634,0,0,30850,0,0.14915500,0.01585000,0.16500500,-616,-2.04,-0.00213000,-1.31
baseline,next-api-route-fix,2,false,false,false,false,50226,29634,658,0,0,30609,0,0.14817000,0.01645000,0.16462000,0,0.00,0.00000000,0.00
tokenwarden,next-api-route-fix,2,false,false,false,false,55251,32237,667,0,0,33004,0,0.16118500,0.01667500,0.17786000,-2395,-7.82,-0.01324000,-8.04
openslimedit,next-api-route-fix,2,false,false,false,false,55491,20599,649,0,0,21503,0,0.10299500,0.01622500,0.11922000,9106,29.75,0.04540000,27.58
dcp,next-api-route-fix,2,false,false,false,false,71623,56254,1016,0,0,57432,0,0.28127000,0.02540000,0.30667000,-26823,-87.63,-0.14205000,-86.29
openrtk,next-api-route-fix,2,false,false,false,false,73301,48353,1101,0,0,49739,0,0.24176500,0.02752500,0.26929000,-19130,-62.50,-0.10467000,-63.58
baseline,cli-flag-parsing-fix,2,false,false,false,false,51553,29177,745,0,0,30182,0,0.14588500,0.01862500,0.16451000,0,0.00,0.00000000,0.00
tokenwarden,cli-flag-parsing-fix,2,false,false,false,false,63297,41846,854,0,0,42834,0,0.20923000,0.02135000,0.23058000,-12652,-41.92,-0.06607000,-40.16
openslimedit,cli-flag-parsing-fix,2,false,false,false,false,58767,20517,598,0,0,21521,0,0.10258500,0.01495000,0.11753500,8661,28.70,0.04697500,28.55
dcp,cli-flag-parsing-fix,2,false,false,false,false,63162,35271,792,0,0,36187,0,0.17635500,0.01980000,0.19615500,-6005,-19.90,-0.03164500,-19.24
openrtk,cli-flag-parsing-fix,2,false,false,false,false,53737,29080,732,0,0,30028,0,0.14540000,0.01830000,0.16370000,154,0.51,0.00081000,0.49
baseline,large-test-log-debug,2,false,false,false,false,47120,32852,625,0,0,33668,0,0.16426000,0.01562500,0.17988500,0,0.00,0.00000000,0.00
tokenwarden,large-test-log-debug,2,false,false,false,false,62526,51815,816,0,0,52843,0,0.25907500,0.02040000,0.27947500,-19175,-56.95,-0.09959000,-55.36
openslimedit,large-test-log-debug,2,false,false,false,false,59171,26880,600,0,0,27772,0,0.13440000,0.01500000,0.14940000,5896,17.51,0.03048500,16.95
dcp,large-test-log-debug,2,false,false,false,false,112734,105819,545,0,0,106511,0,0.52909500,0.01362500,0.54272000,-72843,-216.36,-0.36283500,-201.70
openrtk,large-test-log-debug,2,false,false,false,false,46568,36846,561,0,0,37544,0,0.18423000,0.01402500,0.19825500,-3876,-11.51,-0.01837000,-10.21
baseline,typecheck-flood-debug,2,false,false,false,false,96186,104066,1438,0,0,105992,0,0.52033000,0.03595000,0.55628000,0,0.00,0.00000000,0.00
tokenwarden,typecheck-flood-debug,2,false,false,true,false,86540,72889,1281,0,0,74403,0,0.36444500,0.03202500,0.39647000,31589,29.80,0.15981000,28.73
openslimedit,typecheck-flood-debug,2,false,false,true,false,57296,19666,605,0,0,20621,0,0.09833000,0.01512500,0.11345500,85371,80.54,0.44282500,79.60
dcp,typecheck-flood-debug,2,false,false,true,false,69192,47989,839,0,0,48966,0,0.23994500,0.02097500,0.26092000,57026,53.80,0.29536000,53.10
openrtk,typecheck-flood-debug,2,false,false,true,false,47066,28281,591,0,0,29066,0,0.14140500,0.01477500,0.15618000,76926,72.58,0.40010000,71.92
baseline,build-failure-debug,2,false,false,false,false,53819,31597,653,0,0,32523,0,0.15798500,0.01632500,0.17431000,0,0.00,0.00000000,0.00
tokenwarden,build-failure-debug,2,false,false,false,false,45320,30784,520,0,0,31403,0,0.15392000,0.01300000,0.16692000,1120,3.44,0.00739000,4.24
openslimedit,build-failure-debug,2,false,false,false,false,45407,19137,519,0,0,19829,0,0.09568500,0.01297500,0.10866000,12694,39.03,0.06565000,37.66
dcp,build-failure-debug,2,false,false,false,false,50440,35189,586,0,0,35882,0,0.17594500,0.01465000,0.19059500,-3359,-10.33,-0.01628500,-9.34
openrtk,build-failure-debug,2,false,false,false,false,45869,28994,604,0,0,29743,0,0.14497000,0.01510000,0.16007000,2780,8.55,0.01424000,8.17
baseline,multi-file-rename-migration,2,false,false,false,false,68923,38234,1142,0,0,39677,0,0.19117000,0.02855000,0.21972000,0,0.00,0.00000000,0.00
tokenwarden,multi-file-rename-migration,2,false,false,false,false,74862,42059,1155,0,0,43496,0,0.21029500,0.02887500,0.23917000,-3819,-9.63,-0.01945000,-8.85
openslimedit,multi-file-rename-migration,2,false,false,false,false,83662,31971,1173,0,0,33457,0,0.15985500,0.02932500,0.18918000,6220,15.68,0.03054000,13.90
dcp,multi-file-rename-migration,2,false,false,false,false,77528,54113,1018,0,0,55338,0,0.27056500,0.02545000,0.29601500,-15661,-39.47,-0.07629500,-34.72
openrtk,multi-file-rename-migration,2,false,false,false,false,66946,36555,958,0,0,37803,0,0.18277500,0.02395000,0.20672500,1874,4.72,0.01299500,5.91
baseline,feature-add-small,2,false,false,false,false,42456,28313,592,0,0,29103,0,0.14156500,0.01480000,0.15636500,0,0.00,0.00000000,0.00
tokenwarden,feature-add-small,2,false,false,false,false,46879,31259,557,0,0,31961,0,0.15629500,0.01392500,0.17022000,-2858,-9.82,-0.01385500,-8.86
openslimedit,feature-add-small,2,false,false,false,false,59363,24996,698,0,0,25885,0,0.12498000,0.01745000,0.14243000,3218,11.06,0.01393500,8.91
dcp,feature-add-small,2,false,false,false,false,51586,34469,617,0,0,35202,0,0.17234500,0.01542500,0.18777000,-6099,-20.96,-0.03140500,-20.08
openrtk,feature-add-small,2,false,false,false,false,68706,52420,870,0,0,53703,0,0.26210000,0.02175000,0.28385000,-24600,-84.53,-0.12748500,-81.53
baseline,refactor-no-behavior-change,2,false,false,false,false,43030,28526,592,0,0,29325,0,0.14263000,0.01480000,0.15743000,0,0.00,0.00000000,0.00
tokenwarden,refactor-no-behavior-change,2,false,false,false,false,43658,31332,554,0,0,31992,0,0.15666000,0.01385000,0.17051000,-2667,-9.09,-0.01308000,-8.31
openslimedit,refactor-no-behavior-change,2,false,false,false,false,47324,19476,552,0,0,20205,0,0.09738000,0.01380000,0.11118000,9120,31.10,0.04625000,29.38
dcp,refactor-no-behavior-change,2,false,false,false,false,60714,34676,699,0,0,35483,0,0.17338000,0.01747500,0.19085500,-6158,-21.00,-0.03342500,-21.23
openrtk,refactor-no-behavior-change,2,false,false,false,false,45200,28300,603,0,0,29017,0,0.14150000,0.01507500,0.15657500,308,1.05,0.00085500,0.54
baseline,code-review-diagnosis,2,false,false,true,false,74834,30304,1358,0,0,31919,0,0.15152000,0.03395000,0.18547000,0,0.00,0.00000000,0.00
tokenwarden,code-review-diagnosis,2,false,false,true,false,59540,23263,900,0,0,24329,0,0.11631500,0.02250000,0.13881500,7590,23.78,0.04665500,25.16
openslimedit,code-review-diagnosis,2,false,false,true,false,70115,20901,992,0,0,22212,0,0.10450500,0.02480000,0.12930500,9707,30.41,0.05616500,30.28
dcp,code-review-diagnosis,2,false,false,true,false,91436,34584,1417,0,0,36152,0,0.17292000,0.03542500,0.20834500,-4233,-13.26,-0.02287500,-12.33
openrtk,code-review-diagnosis,2,false,false,true,false,75757,29883,1102,0,0,31367,0,0.14941500,0.02755000,0.17696500,552,1.73,0.00850500,4.59
baseline,docs-from-code,2,false,false,false,false,43277,20601,760,0,0,21430,0,0.10300500,0.01900000,0.12200500,0,0.00,0.00000000,0.00
tokenwarden,docs-from-code,2,false,false,false,false,48143,30716,669,0,0,31476,0,0.15358000,0.01672500,0.17030500,-10046,-46.88,-0.04830000,-39.59
openslimedit,docs-from-code,2,false,false,false,false,58535,24635,897,0,0,25637,0,0.12317500,0.02242500,0.14560000,-4207,-19.63,-0.02359500,-19.34
dcp,docs-from-code,2,false,false,false,false,56913,25200,620,0,0,25912,0,0.12600000,0.01550000,0.14150000,-4482,-20.91,-0.01949500,-15.98
openrtk,docs-from-code,2,false,false,false,false,53503,28256,770,0,0,29150,0,0.14128000,0.01925000,0.16053000,-7720,-36.02,-0.03852500,-31.58
baseline,routing-read-write-ledger,3,false,false,false,false,339102,191681,3895,0,0,195789,0,0.95840500,0.09737500,1.05578000,0,0.00,0.00000000,0.00
tokenwarden,routing-read-write-ledger,3,false,false,false,false,214572,90310,3992,0,0,94535,0,0.45155000,0.09980000,0.55135000,101254,51.72,0.50443000,47.78
openslimedit,routing-read-write-ledger,3,false,false,false,false,372975,295146,4540,0,0,299916,0,1.47573000,0.11350000,1.58923000,-104127,-53.18,-0.53345000,-50.53
dcp,routing-read-write-ledger,3,false,false,false,false,427902,201632,5301,0,0,207035,0,1.00816000,0.13252500,1.14068500,-11246,-5.74,-0.08490500,-8.04
openrtk,routing-read-write-ledger,3,false,false,false,false,378137,261979,4375,0,0,266621,0,1.30989500,0.10937500,1.41927000,-70832,-36.18,-0.36349000,-34.43
baseline,helper-read-write-ledger,3,false,false,false,false,318673,191989,4213,0,0,196887,0,0.95994500,0.10532500,1.06527000,0,0.00,0.00000000,0.00
tokenwarden,helper-read-write-ledger,3,false,false,false,false,295610,212182,5140,0,0,217625,0,1.06091000,0.12850000,1.18941000,-20738,-10.53,-0.12414000,-11.65
openslimedit,helper-read-write-ledger,3,false,false,false,false,297215,132669,4152,0,0,137089,0,0.66334500,0.10380000,0.76714500,59798,30.37,0.29812500,27.99
dcp,helper-read-write-ledger,3,false,false,false,false,320428,152783,4249,0,0,157175,0,0.76391500,0.10622500,0.87014000,39712,20.17,0.19513000,18.32
openrtk,helper-read-write-ledger,3,false,false,false,false,375211,290434,5199,0,0,296163,0,1.45217000,0.12997500,1.58214500,-99276,-50.42,-0.51687500,-48.52
baseline,core-api-read-write-ledger,3,false,false,false,false,409025,522652,3789,0,0,526654,0,2.61326000,0.09472500,2.70798500,0,0.00,0.00000000,0.00
tokenwarden,core-api-read-write-ledger,3,false,false,false,false,216520,47914,3999,0,0,52194,0,0.23957000,0.09997500,0.33954500,474460,90.09,2.36844000,87.46
openslimedit,core-api-read-write-ledger,3,false,false,false,false,442397,359711,4480,0,0,364476,0,1.79855500,0.11200000,1.91055500,162178,30.79,0.79743000,29.45
dcp,core-api-read-write-ledger,3,false,false,false,false,474186,173153,4843,0,0,178171,0,0.86576500,0.12107500,0.98684000,348483,66.17,1.72114500,63.56
openrtk,core-api-read-write-ledger,3,false,false,false,false,483811,413212,4774,0,0,418329,0,2.06606000,0.11935000,2.18541000,108325,20.57,0.52257500,19.30
baseline,react-state-bug-fix,3,false,false,false,false,90772,48857,1089,0,0,50823,0,0.24428500,0.02722500,0.27151000,0,0.00,0.00000000,0.00
tokenwarden,react-state-bug-fix,3,false,false,false,false,63336,42332,963,0,0,43421,0,0.21166000,0.02407500,0.23573500,7402,14.56,0.03577500,13.18
openslimedit,react-state-bug-fix,3,false,false,false,false,70311,21245,722,0,0,22565,0,0.10622500,0.01805000,0.12427500,28258,55.60,0.14723500,54.23
dcp,react-state-bug-fix,3,false,false,false,false,58350,35621,641,0,0,36390,0,0.17810500,0.01602500,0.19413000,14433,28.40,0.07738000,28.50
openrtk,react-state-bug-fix,3,false,false,false,false,57340,29742,655,0,0,30766,0,0.14871000,0.01637500,0.16508500,20057,39.46,0.10642500,39.20
baseline,next-api-route-fix,3,false,false,false,false,66204,47933,1059,0,0,49223,0,0.23966500,0.02647500,0.26614000,0,0.00,0.00000000,0.00
tokenwarden,next-api-route-fix,3,false,false,false,false,80093,52761,1261,0,0,54170,0,0.26380500,0.03152500,0.29533000,-4947,-10.05,-0.02919000,-10.97
openslimedit,next-api-route-fix,3,false,false,false,false,78387,35204,1158,0,0,36654,0,0.17602000,0.02895000,0.20497000,12569,25.53,0.06117000,22.98
dcp,next-api-route-fix,3,false,false,false,false,92886,69076,1322,0,0,70628,0,0.34538000,0.03305000,0.37843000,-21405,-43.49,-0.11229000,-42.19
openrtk,next-api-route-fix,3,false,false,false,false,55632,29558,752,0,0,30507,0,0.14779000,0.01880000,0.16659000,18716,38.02,0.09955000,37.41
baseline,cli-flag-parsing-fix,3,false,false,false,false,61381,46434,949,0,0,47665,0,0.23217000,0.02372500,0.25589500,0,0.00,0.00000000,0.00
tokenwarden,cli-flag-parsing-fix,3,false,false,false,false,112975,54854,1106,0,0,57119,0,0.27427000,0.02765000,0.30192000,-9454,-19.83,-0.04602500,-17.99
openslimedit,cli-flag-parsing-fix,3,false,false,false,false,199222,240376,2667,0,0,244558,0,1.20188000,0.06667500,1.26855500,-196893,-413.08,-1.01266000,-395.73
dcp,cli-flag-parsing-fix,3,false,false,false,false,127573,130414,1858,0,0,132661,0,0.65207000,0.04645000,0.69852000,-84996,-178.32,-0.44262500,-172.97
openrtk,cli-flag-parsing-fix,3,false,false,false,false,301840,215017,3509,0,0,221966,0,1.07508500,0.08772500,1.16281000,-174301,-365.68,-0.90691500,-354.41
baseline,large-test-log-debug,3,false,false,false,false,55329,41356,547,0,0,42149,0,0.20678000,0.01367500,0.22045500,0,0.00,0.00000000,0.00
tokenwarden,large-test-log-debug,3,false,false,false,false,60442,36261,646,0,0,37095,0,0.18130500,0.01615000,0.19745500,5054,11.99,0.02300000,10.43
