task,plugin,runs,failed_runs,timeout_count,median_duration_ms,average_input_tokens,average_output_tokens,average_cache_read_tokens,average_cache_write_tokens,median_total_tokens,average_total_tokens,p25_total_tokens,p75_total_tokens,min_total_tokens,max_total_tokens,average_provider_estimated_cost_usd,average_input_cost_usd,average_output_cost_usd,median_calculated_cost_usd,average_calculated_cost_usd,p25_calculated_cost_usd,p75_calculated_cost_usd,min_calculated_cost_usd,max_calculated_cost_usd,median_saved_vs_baseline,average_saved_vs_baseline,median_saved_percent,average_saved_percent,median_saved_cost_vs_baseline,average_saved_cost_vs_baseline,median_saved_cost_percent,average_saved_cost_percent
large-test-log-debug,openslimedit,3,0,0,96188,66431.00,675.33,0.00,0.00,82440.00,67315.33,54366.00,87827.00,26292.00,93214.00,0.00000000,0.33215500,0.01688333,0.42116500,0.34903833,0.28243500,0.45170500,0.14370500,0.48224500,-50011.00,-28779.00,-127.96,-81.45,-0.25028000,-0.14603500,-122.43,-77.94
large-test-log-debug,dcp,3,0,0,50691,64179.67,508.00,0.00,0.00,49592.00,64810.33,44038.00,77973.50,38484.00,106355.00,0.00000000,0.32089833,0.01270000,0.25776000,0.33359833,0.22942750,0.39985000,0.20109500,0.54194000,-7302.00,-26274.00,-18.67,-65.35,-0.03644500,-0.13059500,-17.68,-61.37
large-test-log-debug,openrtk,3,0,0,96268,105823.00,577.00,0.00,0.00,98665.00,106600.00,98582.50,110650.00,98500.00,122635.00,0.00000000,0.52911500,0.01442500,0.50330500,0.54354000,0.50284500,0.56411750,0.50238500,0.62493000,-66071.00,-68063.67,-189.99,-178.34,-0.33150000,-0.34053667,-182.37,-169.50
typecheck-flood-debug,baseline,3,3,0,34614,40744.67,725.33,0.00,0.00,39224.00,41625.67,39155.50,42895.00,39087.00,46566.00,0.00000000,0.20372333,0.01813333,0.21090500,0.22185667,0.20947250,0.22876500,0.20804000,0.24662500,0.00,0.00,0.00,0.00,0.00000000,0.00000000,0.00,0.00
typecheck-flood-debug,tokenwarden,3,3,0,44133,42485.67,769.67,0.00,0.00,42758.00,43387.33,37370.00,49090.00,31982.00,55422.00,0.00000000,0.21242833,0.01924167,0.22722500,0.23167000,0.19906750,0.26205000,0.17091000,0.29687500,3808.00,-1761.67,8.18,-4.98,0.01940000,-0.00981333,7.87,-5.02
typecheck-flood-debug,openslimedit,3,3,0,43041,29493.33,629.67,0.00,0.00,28602.00,30442.67,28499.50,31465.50,28397.00,34329.00,0.00000000,0.14746667,0.01574167,0.15312500,0.16320833,0.15256500,0.16881000,0.15200500,0.18449500,10690.00,11183.00,27.08,26.90,0.05778000,0.05864833,26.93,26.51
typecheck-flood-debug,dcp,3,3,0,50139,49526.67,751.00,0.00,0.00,47088.00,50431.33,46880.50,52310.50,46673.00,57533.00,0.00000000,0.24763333,0.01877500,0.24995000,0.26640833,0.24706000,0.27752750,0.24417000,0.30510500,-7864.00,-8805.67,-20.05,-22.49,-0.03904500,-0.04455167,-18.51,-21.39
typecheck-flood-debug,openrtk,3,3,0,47455,49664.33,817.33,0.00,0.00,48605.00,50821.33,48026.50,52508.00,47448.00,56411.00,0.00000000,0.24832167,0.02043333,0.25449000,0.26875500,0.25416250,0.27621500,0.25383500,0.29794000,-9381.00,-9195.67,-23.92,-23.38,-0.04358500,-0.04689833,-20.67,-22.27
build-failure-debug,baseline,3,0,0,26160,33294.33,526.67,0.00,0.00,28382.00,33954.33,28362.00,36760.50,28342.00,45139.00,0.00000000,0.16647167,0.01316667,0.15049500,0.17963833,0.15048000,0.19422500,0.15046500,0.23795500,0.00,0.00,0.00,0.00,0.00000000,0.00000000,0.00,0.00
build-failure-debug,tokenwarden,3,0,0,34360,39699.67,548.67,0.00,0.00,40417.00,40407.00,40370.50,40448.50,40324.00,40480.00,0.00000000,0.19849833,0.01371667,0.21209000,0.21221500,0.21208750,0.21228000,0.21208500,0.21247000,-11982.00,-6452.67,-42.28,-24.81,-0.06162500,-0.03257667,-40.96,-23.76
build-failure-debug,openslimedit,3,0,0,31212,18844.33,430.33,0.00,0.00,19353.00,19389.33,19346.00,19414.50,19339.00,19476.00,0.00000000,0.09422167,0.01075833,0.10502500,0.10498000,0.10433750,0.10564500,0.10365000,0.10626500,9029.00,14565.00,31.81,40.14,0.04684500,0.07465833,31.13,38.89
build-failure-debug,dcp,3,0,0,39002,34427.33,488.33,0.00,0.00,34669.00,35017.33,34601.00,35259.50,34533.00,35850.00,0.00000000,0.17213667,0.01220833,0.18222000,0.18434500,0.18115500,0.18647250,0.18009000,0.19072500,-6327.00,-1063.00,-22.32,-8.38,-0.03175500,-0.00470667,-21.10,-7.84
build-failure-debug,openrtk,3,0,0,34643,28109.00,528.33,0.00,0.00,28303.00,28736.67,24771.50,32485.00,21240.00,36667.00,0.00000000,0.14054500,0.01320833,0.14996000,0.15375333,0.13277250,0.17283750,0.11558500,0.19571500,7142.00,5217.67,18.77,14.69,0.03491000,0.02588500,17.75,13.76
multi-file-rename-migration,baseline,3,0,0,59914,187748.00,1832.33,0.00,0.00,57098.00,190413.67,51564.50,262605.00,46031.00,468112.00,0.00000000,0.93874000,0.04580833,0.30435500,0.98454833,0.27578750,1.35321250,0.24722000,2.40207000,0.00,0.00,0.00,0.00,0.00000000,0.00000000,0.00,0.00
multi-file-rename-migration,tokenwarden,3,0,0,55372,55670.33,1144.67,0.00,0.00,59450.00,57155.33,56004.00,59454.00,52558.00,59458.00,0.00000000,0.27835167,0.02861667,0.31708500,0.30696833,0.30163250,0.31736250,0.28618000,0.31764000,4540.00,133258.33,7.95,22.03,0.01817500,0.67758000,5.97,21.50
multi-file-rename-migration,openslimedit,3,0,0,46181,33539.00,954.33,0.00,0.00,31274.00,34800.00,28947.00,38890.00,26620.00,46506.00,0.00000000,0.16769500,0.02385833,0.17138000,0.19155333,0.16085000,0.21217000,0.15032000,0.25296000,14757.00,155613.67,32.06,48.31,0.07584000,0.79299500,30.68,47.10
multi-file-rename-migration,dcp,3,0,0,61599,62426.33,1070.00,0.00,0.00,62880.00,63742.33,62123.00,64930.50,61366.00,66981.00,0.00000000,0.31213167,0.02675000,0.33219500,0.33888167,0.33063250,0.34378750,0.32907000,0.35538000,-9883.00,126671.33,-17.31,11.98,-0.05102500,0.64566667,-16.76,11.72
multi-file-rename-migration,openrtk,3,0,0,62161,98099.67,1315.00,0.00,0.00,99849.00,99791.67,97484.00,102128.00,95119.00,104407.00,0.00000000,0.49049833,0.03287500,0.52404000,0.52337333,0.51126750,0.53581250,0.49849500,0.54758500,-47309.00,90622.00,-82.86,-40.03,-0.24323000,0.46117500,-79.92,-37.55
feature-add-small,baseline,3,0,0,35558,38614.33,779.33,0.00,0.00,44371.00,39658.33,37090.50,44582.50,29810.00,44794.00,0.00000000,0.19307167,0.01948333,0.23816500,0.21255500,0.19787000,0.24004500,0.15757500,0.24192500,0.00,0.00,0.00,0.00,0.00000000,0.00000000,0.00,0.00
feature-add-small,tokenwarden,3,0,0,38376,37352.67,684.67,0.00,0.00,31829.00,38175.67,31826.50,41351.50,31824.00,50874.00,0.00000000,0.18676333,0.01711667,0.16981000,0.20388000,0.16960750,0.22111750,0.16940500,0.27242500,-2014.00,1482.67,-6.76,2.51,-0.01183000,0.00867500,-7.51,2.64
feature-add-small,openslimedit,3,0,0,56242,60876.33,1292.00,0.00,0.00,53292.00,62743.67,42055.00,78706.50,30818.00,104121.00,0.00000000,0.30438167,0.03230000,0.28482500,0.33668167,0.22753500,0.41990000,0.17024500,0.55497500,-8921.00,-23085.33,-20.11,-51.98,-0.04666000,-0.12412667,-19.59,-52.34
feature-add-small,dcp,3,0,0,44247,47516.00,728.67,0.00,0.00,35313.00,48374.00,35137.50,55080.00,34962.00,74847.00,0.00000000,0.23758000,0.01821667,0.18878000,0.25579667,0.18682750,0.29125750,0.18487500,0.39373500,-5503.00,-8715.67,-18.46,-21.73,-0.03120500,-0.04324167,-19.80,-20.51
feature-add-small,openrtk,3,0,0,43045,59581.00,1036.33,0.00,0.00,46219.00,60820.33,37490.00,76850.00,28761.00,107481.00,0.00000000,0.29790500,0.02590833,0.24819500,0.32381333,0.20118000,0.40863750,0.15416500,0.56908000,-1425.00,-21162.00,-3.18,-76.18,-0.00627000,-0.11125833,-2.59,-76.16
refactor-no-behavior-change,baseline,3,0,0,27845,28331.33,553.67,0.00,0.00,28993.00,29012.33,28957.00,29058.00,28921.00,29123.00,0.00000000,0.14165667,0.01384167,0.15543500,0.15549833,0.15497000,0.15599500,0.15450500,0.15655500,0.00,0.00,0.00,0.00,0.00000000,0.00000000,0.00,0.00
refactor-no-behavior-change,tokenwarden,3,0,0,36221,34156.67,617.67,0.00,0.00,32170.00,34915.67,28065.50,40393.00,23961.00,48616.00,0.00000000,0.17078333,0.01544167,0.17298500,0.18622500,0.15128250,0.21454750,0.12958000,0.25611000,-3249.00,-5903.33,-11.23,-20.40,-0.01848000,-0.03072667,-11.96,-19.83
refactor-no-behavior-change,openslimedit,3,0,0,38080,19646.33,579.33,0.00,0.00,20451.00,20470.00,20232.50,20698.00,20014.00,20945.00,0.00000000,0.09823167,0.01448333,0.11334000,0.11271500,0.11193000,0.11381250,0.11052000,0.11428500,8470.00,8542.33,29.29,29.44,0.04116500,0.04278333,26.64,27.51
refactor-no-behavior-change,dcp,3,0,0,44217,34488.67,542.33,0.00,0.00,35145.00,35150.33,35076.00,35222.00,35007.00,35299.00,0.00000000,0.17244333,0.01355833,0.18564500,0.18600167,0.18520250,0.18662250,0.18476000,0.18760000,-6176.00,-6138.00,-21.21,-21.16,-0.03104500,-0.03050333,-19.83,-19.62
refactor-no-behavior-change,openrtk,3,0,0,32765,28360.67,569.67,0.00,0.00,29107.00,29052.67,29022.00,29110.50,28937.00,29114.00,0.00000000,0.14180333,0.01424167,0.15584000,0.15604500,0.15558250,0.15640500,0.15532500,0.15697000,-16.00,-40.33,-0.06,-0.14,-0.00041500,-0.00054667,-0.27,-0.35
code-review-diagnosis,baseline,3,3,0,73188,81781.67,1951.00,0.00,0.00,88230.00,84000.33,69583.00,100532.50,50936.00,112835.00,0.00000000,0.40890833,0.04877500,0.48174500,0.45768333,0.38855750,0.53884000,0.29537000,0.59593500,0.00,0.00,0.00,0.00,0.00000000,0.00000000,0.00,0.00
code-review-diagnosis,tokenwarden,3,3,0,50353,69164.67,1398.67,0.00,0.00,32597.00,70855.67,28068.50,94513.50,23540.00,156430.00,0.00000000,0.34582333,0.03496667,0.18745000,0.38079000,0.15920250,0.50570750,0.13095500,0.82396500,27396.00,13144.67,53.79,26.07,0.16441500,0.07689333,55.66,26.16
code-review-diagnosis,openslimedit,3,3,0,74116,173798.33,5029.00,0.00,0.00,54493.00,179480.67,51908.50,244559.00,49324.00,434625.00,0.00000000,0.86899167,0.12572500,0.30271000,0.99471667,0.29248000,1.35095000,0.28225000,2.39919000,1612.00,-95480.33,3.16,-112.58,0.01312000,-0.53703333,4.44,-114.79
code-review-diagnosis,dcp,3,3,0,62654,44348.00,1224.00,0.00,0.00,34913.00,45701.33,30973.00,55035.50,27033.00,75158.00,0.00000000,0.22174000,0.03060000,0.19173000,0.25234000,0.17578750,0.29858750,0.15984500,0.40544500,37677.00,38299.00,33.39,44.74,0.19049000,0.20534333,35.09,44.62
code-review-diagnosis,openrtk,3,3,0,63662,47227.33,1502.00,0.00,0.00,31102.00,48997.67,26362.50,62685.00,21623.00,94268.00,0.00000000,0.23613667,0.03755000,0.19171500,0.27368667,0.15755750,0.34883000,0.12340000,0.50594500,66607.00,35002.67,72.44,20.95,0.35834500,0.18399667,67.83,23.64
docs-from-code,baseline,3,0,0,36660,38299.67,895.00,0.00,0.00,36862.00,39368.67,29066.00,48418.00,21270.00,59974.00,0.00000000,0.19149833,0.02237500,0.19985000,0.21387333,0.15927250,0.26146250,0.11869500,0.32307500,0.00,0.00,0.00,0.00,0.00000000,0.00000000,0.00,0.00
docs-from-code,tokenwarden,3,0,0,33687,25732.67,573.67,0.00,0.00,23274.00,26507.67,23182.50,28216.00,23091.00,33158.00,0.00000000,0.12866333,0.01434167,0.12683000,0.14300500,0.12530250,0.15262000,0.12377500,0.17841000,13588.00,12861.00,36.86,14.16,0.07302000,0.07086833,36.54,15.97
docs-from-code,openslimedit,3,0,0,46272,22174.33,789.33,0.00,0.00,26741.00,23318.67,20596.00,27752.50,14451.00,28764.00,0.00000000,0.11087167,0.01973333,0.14845500,0.13060500,0.11541250,0.15472250,0.08237000,0.16099000,22411.00,16050.00,55.41,26.99,0.11748000,0.08326833,54.05,25.73
docs-from-code,dcp,3,0,0,42064,34453.00,751.00,0.00,0.00,25821.00,35318.00,25793.00,40094.50,25765.00,54368.00,0.00000000,0.17226500,0.01877500,0.14130000,0.19104000,0.14025500,0.21695500,0.13921000,0.29261000,5606.00,4050.67,9.35,6.02,0.03046500,0.02283333,9.43,6.91
docs-from-code,openrtk,3,0,0,35620,41695.33,785.33,0.00,0.00,27817.00,42653.00,24483.00,53405.00,21149.00,78993.00,0.00000000,0.20847667,0.01963333,0.14858000,0.22811000,0.13301750,0.28343750,0.11745500,0.41829500,15713.00,-3284.33,42.63,-58.38,0.08239500,-0.01423667,41.23,-52.39
